name,description,address,website,url
The Queens Hotel,"Proudly positioned in the heart of City Square, the stunning Queens Hotel has long stood as Leeds’s most famous landmark hotel. Originally built in 1937, and having more recently benefitted from a £10.5m refurbishment, The Queens is a hotel proud of both its Art Deco heritage and 4* modern luxury. The hotel recently launched QClub, siituated on the 8th floor, QClub offers 18 all new bedrooms and suites as well as unrivalled exclusivity. In addition, the QClub lounge serves complimentary drinks and breakfast along with a host of other first class business services and a 15m long terrace with unrivalled views of Leeds’ skyline. It really is ‘Life at The Top’ and no other hotel in the city offers such luxury. ","City Square, Leeds, West Yorkshire, LS1 1PJ",http://www.qhotels.co.uk/thequeens,https://www.yorkshire.com/view/accommodation/leeds/the-queens-hotel-71042
The Redcliffe,"The Redcliffe Hotel is an elegant Victorian house located in Scarborough, featuring an imposing entrance, sweeping feature staircase, large breakfast room, licensed bar and large lounge which doubles as a meeting or conference room.","18 Prince Of Wales Terrace, South Bay, Scarborough, North Yorkshire, YO11 2AL",http://www.theredcliffehotel.com,https://www.yorkshire.com/view/accommodation/scarborough/the-redcliffe-75701
The Queens Hotel,"A warm welcome awaits you at The Queen's Hotel, which is situated on the banks of the River Ouse, in the heart of the City of York. The Queen's Hotel is perfectly located to suit all visitors whether tourist or on business.","Queens Staith, Skeldergate, York, North Yorkshire, YO1 6DH",http://www.queenshotel-york.com/,https://www.yorkshire.com/view/accommodation/york/the-queens-hotel-2077803
The Riverside York,"The Riverside is a river fronted Victorian townhouse in the centre of historic York. Generously spread over three floors, the accommodation includes three double bedrooms (one en-suite and one with twin beds option), a modern family bathroom and further cloakroom, a spacious sitting room with wonderful views over the river and a modern dining kitchen stacked with appliances, cutlery, crockery and cookware.","8a Peckitt Street, York, North Yorkshire, YO1 9SF",http://www.riverside-york.co.uk,https://www.yorkshire.com/view/accommodation/york/the-riverside-york-754876
The Paragon,The Paragon is an AA 4 Star Guest Accommodation rated guest house located over-looking Scarborough's North Bay.,"Queens Parade, Scarborough, North Yorkshire, YO12 7HY",http://www.paragonhotel.com,https://www.yorkshire.com/view/accommodation/scarborough/the-paragon-79256
The Outlook,"The Outlook is a detached hotel. All rooms are en-suite with usual facilities, car park, guest lounge, garden, evening meals, excellent traditional breakfast, open all year. Prices: £28.00 - £35.00 per person per night.","18 Ryndleside, Scarborough, North Yorkshire, YO12 6AD",http://www.outlookhotelscarborough.com/ ,https://www.yorkshire.com/view/accommodation/scarborough/the-outlook-76423
The Poplars Rooms & Cottages,"The Poplars Cottages, set within an acre of landscaped gardens, with open countryside beyond, provides a choice of either brick built cottages converted from a former Granary and stable block or Scandinavian style lodges, catering for 2 – 6 guests.","Carlton Miniott, Thirsk, North Yorkshire, YO7 4LX",http://www.thepoplarsthirsk.com,https://www.yorkshire.com/view/accommodation/thirsk/the-poplars-rooms-and-cottages-75523
The Punch Bowl Inn,"The newly renovated Punch Bowl Inn offers guests a choice of eleven individually designed ‘boutique style’ bedrooms, each with its own on suite and television facilities and each with spectacular views.","The Punch Bowl Inn, Low Row, Reeth, North Yorkshire, DL11 6PF",http://www.pbinn.co.uk,https://www.yorkshire.com/view/accommodation/reeth/the-punch-bowl-inn-111111
The Rookery,"On a small knoll, facing south across the valley, sits The Rookery to sleep 10, covering over two acres of woodland broken by cultivated lawns and informal gardens. The original country house has long since gone leaving the stable block and courtyard which have been converted into an impressive dwelling. ","Bishopdale, Leyburn, North Yorkshire, DL8 3TG",https://www.countryhideaways.co.uk/cottages/bishopdale/bishopdale/rookery,https://www.yorkshire.com/view/accommodation/leyburn/the-rookery-413821
The Principal York,"The Principal York, steps from the train station, is the perfect base from which to discover the historic city of York. Blending the grandeur of late-Victorian architecture with the comforts of modern travel, The Principal York offers its guests the warmest welcome this side of the Pennines.","Station Road, York, North Yorkshire, YO24 1AA",https://www.phcompany.com/principal/york-hotel,https://www.yorkshire.com/view/accommodation/york/the-principal-york-2036691
The Royal Hotel,"A lovingly restored Georgian town-house hotel providing luxury accommodation and exceptional hospitality amidst the unspoilt English countryside of the Lake District, the Yorkshire Dales and the Forest of Bowland.","Main Street, Kirkby Lonsdale, LA6 2AE",http://www.royalhotelkirkbylonsdale.co.uk/,https://www.yorkshire.com/view/accommodation/kirkby-lonsdale/the-royal-hotel-2031121
The Royal Bridlington,The Royal Hotel is ideally situated just out of the centre of Bridlington yet only around 100 yards from the beautiful South Beach. Bridlington has some of the best sandy beaches in the country and all within easy level walking of the Royal Hotel.,"1 Shaftesbury Road, Bridlington, East Riding of Yorkshire, YO15 3NP",http://www.royalhotelbrid.co.uk/,https://www.yorkshire.com/view/accommodation/bridlington/the-royal-bridlington-2082297
The Russell,"The location of the Russell is ideal for those who prefer a more peaceful setting whilst being within easy reach of everything that Scarborough has to offer including the indoor swimming pool, open air theatre , North Bay railway, sealife centre, Scarborough Bowls centre and Scarborough Cricket club.","22 Ryndleside, Scarborough, North Yorkshire, YO12 6AD",http://www.russellhotel.net,https://www.yorkshire.com/view/accommodation/scarborough/the-russell-76348
The Rowe House,The Rowe House is a charming Georgian English Bed and Breakfast nestled at the Western edge of the Yorkshire Dales National Park. Recently renovated and upgraded.,"Horton in Ribblesdale, Settle, North Yorkshire, BD24 0HT",https://portal.freetobook.com/reservations?w_id=30369&w_tkn=qZLrnZVoZFW3gbNT5zJpXQA3LglrjJVaHtgJjDkNv4gwuiAqkiGwq3oW29sgv,https://www.yorkshire.com/view/accommodation/settle/the-rowe-house-2101830
The Royal Oak,"The Royal Oak is located in Ripon's historic Kirkgate, just a stones throw away from the market square and a short walk from the spectacular cathedral, making it an ideal place to explore the shops, museums and many charms of Ripon or venture further afield to discover the delights of the dales. The Royal Oak was originally built as a coaching inn and that tradition of superb hospitality continues today with fantastic food and drink, stylish bedrooms and a warm welcome. ","36 Kirkgate, Ripon, North Yorkshire, HG4 1PB",http://www.royaloakripon.co.uk,https://www.yorkshire.com/view/accommodation/ripon/the-royal-oak-106964
The Runswick Bay Hotel,"The Runswick Bay is situated amid some stunning scenery surrounded by Yorkshire moorland, on one side, dramatic cliff walks, and on the other a sweeping bay beach.","2 Hinderwell Lane, Runswick Bay, Whitby, North Yorkshire, TS13 5HR",http://www.therunswickbay.co.uk,https://www.yorkshire.com/view/accommodation/whitby/the-runswick-bay-hotel-121378
The Royal Hotel Scarborough,"Royal Hotel is located in Scarborough. Elegant regency hotel situated in the town centre. Extensive leisure facilities. Superb reception rooms, 2 restaurants, cocktail bar. Extensive banqueting and conference rooms.","St Nicholas Street, Scarborough, North Yorkshire, YO11 2HE",http://www.britanniahotels.com/hotels/royal-scarborough/,https://www.yorkshire.com/view/accommodation/scarborough/the-royal-hotel-scarborough-77798
The Runcible Spoon,"Inspired by Edward Lear's Owl and the Pussy Cat, we offer a warm and friendly atmosphere to enjoy art, ceramics and a selection of teas, good coffee, cakes and home cooked hot and cold food.","16 High Street, Hinderwell, Whitby, North Yorkshire, TS13 5JH",,https://www.yorkshire.com/view/accommodation/whitby/the-runcible-spoon-1478801
The Royal Oak Hotel,"Situated on the beautiful High Green, in the heart of the picturesque village of Great Ayton, lies the Royal Oak Hotel. Built in the 1700s, originally a coaching inn, it has welcomed visitors from afar for centuries.","123 High Street, Great Ayton, North Yorkshire, TS9 6BW",http://www.royaloakgreatayton.co.uk/,https://www.yorkshire.com/view/accommodation/great-ayton/the-royal-oak-hotel-2045763
The Royal Oak Inn,"Nestled in the peaceful village of Gillamoor, amongst the beautiful North Yorkshire Moors, The Royal Oak Inn has been part of the village community since the mid-seventeenth century.","Main Street, Gillamoor, Kirkbymoorside, North Yorkshire, YO62 7HX",http://www.theroyaloakgillamoor.co.uk/,https://www.yorkshire.com/view/accommodation/kirkbymoorside/the-royal-oak-inn-76500
The Punchbowl Inn,"The Punchbowl Inn is the main hotel in Thorne, with easy access to Humberside Airport and Robin Hood Airport, Doncaster & Sheffield. We are just a ½ mile from J6, M18, 1 mile from the M180 & only 5 minutes from the M62.","Fieldside, Thorne, South Yorkshire, DN8 4BE",http://www.thepunchbowlinn.com/,https://www.yorkshire.com/view/accommodation/thorne/the-punchbowl-inn-2113424
The Sands Sea Front Apartments,"The Apartments - Located in the North Bay, Scarborough.","Peasholm Gap, Scarborough, North Yorkshire, YO12 7TN",http://www.escape2thesands.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/the-sands-sea-front-apartments-805853
The Sandcastle Apartment,Come and stay in this luxurious sea front 2 bedroom 2 bathroom apartment that comfortably sleeps 5.,"303 Lockton House, Peasholm Gap, Scarborough, North Yorkshire, YO12 7TN",http://www.thesandcastleapartment.co.uk/,https://www.yorkshire.com/view/accommodation/scarborough/the-sandcastle-apartment-2050080
The Saddle Room,Wensleydale is an exceptionally scenic area and gateway to the Yorkshire Dales. Local people are known for the genuine warmth of their hospitality. The small attractive market towns of Middleham and Leyburn are at the centre of Yorkshire's best known and best loved Dale. They make natural bases for exploring the villages and enjoying the scenery of Wensleydale and the whole of North Yorkshire and beyond....,"Tupgill Park, Coverdale, Leyburn, North Yorkshire, DL8 4TJ",https://app.littlehotelier.com/properties/saddleroom-direct,https://www.yorkshire.com/view/accommodation/leyburn/the-saddle-room-2062458
The Shippon,"The Shippon is a self catering cottage located in Askrigg. Standing by the side of Mill Lane, which leaves the west side of the village towards Mill Gill, is The Shippon a traditional semi-detached dales cottage worked in local stone.  To the side of the cottage is a parking area and a small but tranquil patio garden with pine bench and barbecue.","Mill Lane, Askrigg, Leyburn, North Yorkshire, DL8 3HR",http://www.stayinwensleydale.com/the-shippon.html,https://www.yorkshire.com/view/accommodation/leyburn/the-shippon-76469
The Snug,,"The Snug, 9 Park Street , Masham , North Yorkshire, HG4 4HN",http://www.mashamcottages.com/,https://www.yorkshire.com/view/accommodation/masham/the-snug-2033132
The Smithy,"The Smithy, on the edge of the North York Moors National Park, is an old blacksmith's workshop, which has been completely refurbished into a cosy 2-bedroom stone cottage with the most spectacular views.","Troutsdale, Scarborough, North Yorkshire, YO13 9PS",https://www.countrycottageholiday.com/bookings/default.php?payOn=no&id=1&ln=en,https://www.yorkshire.com/view/accommodation/scarborough/the-smithy-2110122
The Sheridan,"The Sheridan is a guest house establishment located in Scarborough. Close to the North Bay's attractions and town. All rooms en suite, TV, and tea/coffee-making facilities. Own key. Traditional home-cooking, separate tables. Private car park. Non smoking. Vegetarians welcome.","108 Columbus Ravine, Scarborough, North Yorkshire, YO12 7QZ",http://www.TheSheridanHotel.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/the-sheridan-76920
The Stables at Cross Butts,"Welcome to the Cross Butts Stable restaurant with luxury accommodation in Whitby, North Yorkshire. ""Where town really meets country"".","Guisborough Road, Whitby, North Yorkshire, YO21 1TL",https://app.thebookingbutton.com/properties/thestablesdirect,https://www.yorkshire.com/view/accommodation/whitby/the-stables-at-cross-butts-2113897
The Sportsmans Arms Hotel,"Reached by packhorse bridge. A mellow sandstone 17thC building. With log fires, cosy lounges, award-winning restaurant, fresh cuisine, fine wines.","Sportsmans Arms Hotel, Pateley Bridge, North Yorkshire, HG3 5PP",http://www.sportsmans-arms.co.uk/ ,https://www.yorkshire.com/view/accommodation/pateley-bridge/the-sportsmans-arms-hotel-72570
The Star Inn,"The Star Inn is known locally as Nafferton’s Premier drinking house and we take pride in the fact that our customers describe us as a warm, welcoming and friendly family run pub. Everyone is welcome and we are easily accessible for our disabled customers. We welcome Children, when accompanied by an adult, and they are fully catered for on our menus.","5 North Street, Nafferton, Driffield, East Riding Of Yorkshire, YO25 4JW",http://www.thestarinnnafferton.co.uk,https://www.yorkshire.com/view/accommodation/driffield/the-star-inn-1078034
The Ship Inn,A warm welcome awaits at The Ship Inn located on the River Ouse in the beautiful village of Acaster Malbis just four miles from York.,"Moor End, Acaster Malbis, York, North Yorkshire, YO23 2UH",http://www.theshipinnacaster.com,https://www.yorkshire.com/view/accommodation/york/the-ship-inn-111372
The Talbot,"The Talbot stands proud in the market town of Malton.  Crowned “Yorkshire’s Food Capital” by the late renowned chef, Antonio Carluccio, and Prue Leith’s “Favourite Foodie Town”.  In addition to 26 individually designed bedrooms, The Talbot boasts landscaped gardens, a popular restaurant and bar, and the Malton Cookery School.","Yorkersgate, Malton, North Yorkshire, YO17 7AJ",http://www.talbotmalton.co.uk,https://www.yorkshire.com/view/accommodation/malton/the-talbot-70584
The Stable,Sitting near the sleepy end of the unspoilt village of Newbiggin in Bishopdale The Stable has been recently converted from a traditional dales stable into a special two bedroomed property to sleep 4 plus 2 dogs. The cottage sits back from the road where there is a small lawn and a gravelled area with ample parking space for three cars.,"Newbiggin, Leyburn, North Yorkshire, DL8 3TD",https://www.countryhideaways.co.uk/cottages/bishopdale/newbiggin/stable,https://www.yorkshire.com/view/accommodation/leyburn/the-stable-926379
The Scarborough Travel and Holiday Lodge,     Winners of the 2010 Discover Yorkshire Coast Tourism and Hospitality Associations Awards for 'Outstanding Customer Service',"33 Valley Road, Scarborough, North Yorkshire, YO11 2LX",http://www.scarborough-lodge.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/the-scarborough-travel-and-holiday-lodge-76726
The Sycamores,"Spacious and comfortable cottage overlooking the village  green and river. Ideally situated for walking and touring  the dales.  This cottage is equipped to sleep six people in comfort.  Cot and highchair available on request.  There is a village shop 20 yds away, papers and milk can be ordered there.  Pub across the road.","The Sycamores, Burnsall, Skipton, North Yorkshire, BD23 6BS",http://yorkshiredalecottages.com/,https://www.yorkshire.com/view/accommodation/skipton/the-sycamores-78476
The Steeple Cottage,"The Steeple is a beautiful, Victorian garden apartment positioned in a quiet location, close to the heart of the bustling seaside town of Scarborough. This modern and spacious apartment has been recently renovated to a particularly high standard with quality oak furniture, plush sofas and period features that include high ceilings, a cast iron fireplace and ornate ceiling roses.","Weaponess Valley Road, Scarborough, North Yorkshire, YO11 2JF",http://www.scarboroughaccommodation.co.uk/,https://www.yorkshire.com/view/accommodation/scarborough/the-steeple-cottage-1483501
The Studio Flat,"The Studio Flat is a self catering flat located in Glaisdale. Surrounded by magnificent open moorland, Postgate is a small sheep farm situated a mile from Glaisdale village. The flat and farmhouse are Grade II listed buildings with unique features. The family have farmed here for over 300 years. The area is steeped in history. Beggars Bridge, Glaisdale is a 17C packhorse bridge of romantic origin, from here a walk through beautiful Arncliffe woods bring you to Egton Bridge, home of one of the 2 gooseberry shows left in England. We have the steam railway, passing through 'Heatbeat' Country, and nearby is Captain Cook's birthplace and home-ground. The Heritage Coast provides wonderful beaches and unique fishing villages with Smugglers' Tales!","Glaisdale, Whitby, North Yorkshire, YO21 2PZ",http://www.postgate-farm-holidays.co.uk,https://www.yorkshire.com/view/accommodation/whitby/the-studio-flat-79234
The Sawley Arms,"Comfortable, luxurious, relaxing, warm & peaceful.","Fountains Abbey, Sawley, North Yorkshire, HG4 3EQ",http://www.sawleyarms.co.uk,https://www.yorkshire.com/view/accommodation/sawley/the-sawley-arms-2103999
The Tempest Arms Country Inn,"This eye-catching, ivy clad inn nestles in the tiny hamlet of Elslack. Inside hosts a wealth of charm with Yorkshire stone walls, old oak beams, cosy corners with antique settles and plump cushions all enhanced with beautiful rich textiles. The bar is authentically traditional with roaring fires, strategically placed armchairs and sofas . An airy open-plan feel runs throughout the building. Real hand pulled Yorkshire Cask ales are served alongside great plates of inspirational food. Dig into fluffy, Yorkshire puddings with rich onion gravy, savour the slow cooked belly pork and our famous Lamb thing-me-bob, devilled kidneys and much more. Indulge yourself with one of the traditional puddings smothered in lashings of custard. Planks of grazing food are ideal to laze away the afternoon. Our home-made granola is a must – and much talked about at breakfast. There is a cosy snug, fabulous for a private party. The oldest part of the building, the spacious Pickhill Barn, with its high beams and stone walls hosts many a celebration. You may be supping next to a beautiful bride in white and a gathering of glamorous guests. Quirky, amusing, Annie Tempest prints liven up the walls – a perfect gift or a nostalgic piece for home. There are 21 bedrooms of all shapes and sizes with all you would expect in comfort and technology – some with massive 8ft beds, some with private terraces and balconies and a couple with private hot-tubs – all in contemporary understated colours and fabulous soft furnishings. – easy on the eye. Luxury toiletries, home-made flap-jacks, flat-screen tv’s and stunning views of the fells – the Dales are literally on the doorstep – perfect for walkers.","Tempest Arms, Elslack, Skipton, North Yorkshire, BD23 3AY",http://www.tempestarms.co.uk,https://www.yorkshire.com/view/accommodation/skipton/the-tempest-arms-country-inn-172159
The Station Hotel,The Station Hotel is a family owned country inn located in the beautiful village of Birstwith.,"Station Road, Birstwith, Harrogate, North Yorkshire, HG3 3AG",http://www.station-hotel.net/ ,https://www.yorkshire.com/view/accommodation/harrogate/the-station-hotel-111908
The Waves Coastal B&B,"The Waves is in the beautiful South Cliff area of Scarborough. Close to the Spa Complex and beach, near local restaurants and pubs and a short walk to the town centre and Hull University Scarborough Campus. The big Victorian house has seven comfortable rooms, recently refurbished with stylish modern decor, pure white Egyptian cotton linen, feature handmade wooden furniture, Freeview, fair-trade teas, real coffee and bottled water. The fantastic breakfast menu has received a breakfast award and includes free range full English breakfast and other options, including vegetarian choices and home baked bread, made with organic local ingredients. Free parking, free Wi-Fi and home-made cookies in the lounge.","39 Esplanade Road, Scarborough, North Yorkshire, YO11 2AT",http://www.scarboroughwaves.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/the-waves-coastal-bandb-78941
The Toll Cottage,"The Toll Cottage is a luxury boutique B&B accommodation situated in the heart of Cottingham, on the edge of the Yorkshire Wolds. It’s ideally positioned as a location visit Hull and the East Riding of Yorkshire, which is going to be a hive of activity during 2017 when the City of Culture year is taking place. The Toll Cottage is a beautiful, 18th Century cottage steeped in history. Originally built on the grounds of “Baynard Castle”, a moated castle built in the 12th and 13th centuries, its name derives from its position to the toll gates of the castle. The Cottage was purchased by local business woman and entrepreneur Elaine Townend in January 2014. Elaine had spotted a gap in the market for a luxury accommodation provider in this area and wanted to add a B&B business to her existing portfolio, already owning award winning tea room and farm shop Millers based in Raywell. After spending several months embarking on a complete refurbishment project the establishment opened its doors to the public as a fully functioning B&B on 8th July 2014. The B&B has been completely renovated and refurbished to offer luxurious, homely and comfortable accommodation for business or leisure travellers.","297 Northgate, Cottingham, Hull, East Riding of Yorkshire, HU16 5RL",https://www.thetollcottage.co.uk/,https://www.yorkshire.com/view/accommodation/hull/the-toll-cottage-2103487
The Townhouse,"The Townhouse provides a luxurious, stylish and comfortable holiday dwelling set over 4 floors with an attractive courtyard garden.  It is suitable for up to 6 plus 2 additional guests accommodated on a sofa-bed to spend time together in York in this central, yet peaceful location.","17 Ogleforth, York, North Yorkshire, YO1 7JG",http://www.holidayletyork.com,https://www.yorkshire.com/view/accommodation/york/the-townhouse-1155972
The Traddock,"Surrounded by the breathtaking scenery of the Yorkshire Dales National Park, here at The Traddock we offer peace and quiet, invigorating adventure or merely the chance to relax and explore our charming villages and their traditional way of life. The Traddock is the ideally located Yorkshire Dales Hotel with lots of activities and a large array of walks such as the front door.","Austwick, Settle, North Yorkshire, LA2 8BY",https://bookings.thetraddock.co.uk/sites/thetraddockhotelyorkshire/step-1-select-dates.aspx,https://www.yorkshire.com/view/accommodation/settle/the-traddock-71416
The Waterton Park Hotel,"Welcome to Waterton Park Hotel & Spa and Walton Hall, a 4 star hotel in a scenic setting of rolling parkland with its own lake, a backdrop of ancient woodland and a championship golf course. This is the perfect place in which to relax, to use as a base for sight-seeing, to come for business or to hold the perfect wedding reception.","Walton Hall, Walton, Wakefield, West Yorkshire, WF2 6PW",http://www.watertonparkhotel.co.uk/waterton-park-booking,https://www.yorkshire.com/view/accommodation/wakefield/the-waterton-park-hotel-73461
The Timble Inn,"Hidden away in the quiet, beautiful village of Timble, nestling in the stunning Washburn Valley, The Timble Inn is a romantic Grade II listed 18th Century Coaching Inn with foundations dating back to 1200AD.","Timble, nr Harrogate, North Yorkshire, LS21 2NN",http://www.thetimbleinn.co.uk/prices.php,https://www.yorkshire.com/view/accommodation/nr-harrogate/the-timble-inn-2049315
The Treebridge Hotel,"Nestled at the foot of the Cleveland Hills, with views to Roseberry topping The Treebridge Hotel & Restaurant has 10 en suite bedrooms available. Privately owned & family run you will always find a warm welcome. Easy access to Teesside, Durham and North Yorkshire makes us an ideal location for both business trips and leisure breaks.","Stokesley Road, Old Nunthorpe Village, Middlesbrough, North Yorkshire, TS7 0NS",http://www.booking.com/hotel/gb/the-treebridge.html?label=gen173nr-1FCAEoggJCAlhYSDNiBW5vcmVmaFCIAQGYATG4AQjIAQzYAQHoAQH4AQKoAgM;sid=89152ecf63c2675e4188d92d1e652edd;dcid=4;dist=0;group_adults=2;room1=A%2CA;sb_price_type=total;soldout=0%2C0;srfid=a14fd7d48ab522c029f66aab3fc2d7566430e78fX1;type=total;ucfs=1&,https://www.yorkshire.com/view/accommodation/middlesbrough/the-treebridge-hotel-2041022
The University of Sheffield - Student Accommodation,"The University of Sheffield has availability of en-suite student accommodation bedrooms throughout the year. The bedrooms offer single beds with working areas & en-suite bathrooms & are inclusive of breakfast. All bedrooms are on the Endcliffe site which also features The Edge Café, Edge Bar & Village Store.","The Edge, The Edge, 34 Endcliffe Crescent, Sheffield, South Yorkshire, S10 3ED",http://www.sheffield.ac.uk/accommodation,https://www.yorkshire.com/view/accommodation/sheffield/the-university-of-sheffield-student-accommodation-2044180
The Triton Inn,This superb 18th Century Inn is set in the heart of the glorious Yorkshire Wolds in the splendid estate village of Sledmere. Landlords Lance and Tony and their team welcome you into their delightful pub and offer fine fayre and lodgings in comfortable and relaxing surroundings.,"The Triton Inn, Sledmere, East Riding Of Yorkshire, YO25 2XQ",http://www.thetritoninn.co.uk,https://www.yorkshire.com/view/accommodation/sledmere/the-triton-inn-111207
The White Lion Inn,"Taken over and refurbished during 2015 the Inn has been tastefully restored to its traditional form with original beams, open log fire and stoneflagged floors. Our nine luxury ensuite rooms blend modern facilities with traditional Yorkshire charm.","Cray, Skipton, North Yorkshire, BD23 5JB",http://www.whitelioninncray.com,https://www.yorkshire.com/view/accommodation/skipton/the-white-lion-inn-2031302
The Vicarage B&B,"Our boutique guest rooms are in the former mews building adjacent to The Vicarage itself which we finished converting in 2018. OAK, ASH and YEW have their own separate entrances and designated parking right outside in the courtyard. Access is very easy with just one step up from the courtyard. Once inside you will also find a walk-in shower which is large enough to accommodate a seat if necessary.","Town Street, Nidd, Harrogate, North Yorkshire, HG3 3BL",https://thevicarageharrogate.com/booking/,https://www.yorkshire.com/view/accommodation/harrogate/the-vicarage-bandb-2114649
The White Rose Hotel,We are a friendly family run hotel providing excellent facilities and service to our guests and customers. The hotel has the benefit of a warm friendly atmosphere .,"Main Street, Askrigg, Leyburn, North Yorkshire, DL8 3HG",http://www.thewhiterosehotelaskrigg.co.uk,https://www.yorkshire.com/view/accommodation/leyburn/the-white-rose-hotel-651676
The Welford,"The Welford is a guest house property located in Harrogate. Close to town and conference/exhibition centres, bus and railway stations.","27 Franklin Road, Harrogate, North Yorkshire, HG1 5ED",http://www.the-welford.co.uk,https://www.yorkshire.com/view/accommodation/harrogate/the-welford-72631
The Wharncliffe,"The Wharncliffe is located overlooking the glorious North Bay with spectacular sea views. The guest house is situated within easy walking distance of the town, harbour, and Scarborough castle, and just a few minutes from Peasholm Park, the bowls centre and cricket ground.","26 Blenheim Terrace, Scarborough, North Yorkshire, YO12 7HD",http://www.thewharncliffehotelscarborough.co.uk,https://www.yorkshire.com/view/accommodation/scarborough/the-wharncliffe-77073
The Wensleydale Heifer,"Wensleydale Heifer is an inn located in West Witton. Few Inns can boast such an outstanding location as the Wensleydale Heifer Inn. Nestling in the picturesque village of West Witton in the heart of the Wensleydale and in the Yorkshire Dales National Park. Untouched and unspoilt, this corner of Yorkshire offers a spectacular backdrop for the unrivalled enjoyment of fine country life including walking, trout fishing and bird watching.","Main Street, Leyburn, North Yorkshire, DL8 4LS",http://www.wensleydaleheifer.co.uk,https://www.yorkshire.com/view/accommodation/leyburn/the-wensleydale-heifer-74103
The White Owl Holiday Apartments,"""The White Owl Holiday Apartments are self catering flats located in Robin Hoods Bay near Whitby. If you have never been to Robin Hood's Bay before a rare treat awaits you! The village is near the north end of a sweeping bay extending to the spectacular cliffs of Ravenscar, the site of a roman signal station. Robin Hood's Bay is just five miles from Whitby and fifteen miles from Scarborough. Inland lies the North Yorkshire Moors and stunning countryside with its many beautiful villages and historic sites to explore. The whole area is protectively contained within the National Park and is ideal for walking or touring by car.","Station Road, Robin Hoods Bay, Robin Hood's Bay, North Yorkshire, YO22 4RL",http://www.smoothhound.co.uk/hotels/whiteowl.html,https://www.yorkshire.com/view/accommodation/robin-hoods-bay/the-white-owl-holiday-apartments-174183
The White Horse,"The White Horse is a town house hotel located in Ripon. A traditional pub offering newly re-furbished en suite bed and breakfast accommodation. The White Horse is situated close to Ripon Market Square and is an ideal base for people wishing to visit Ripon Cathedral, Fountains Abbey and many other attractions the Dales has to offer.","61 North Street, Ripon, North Yorkshire, HG4 1EN",http://www.white-horse-ripon.co.uk,https://www.yorkshire.com/view/accommodation/ripon/the-white-horse-77947
The White Bear Hotel,"The quintessential English Inn, blending a lively public bar, traditional dining and bedrooms of outstanding quality. ","Wellgarth, Masham, North Yorkshire, HG4 4EN",http://www.whitebearmasham.co.uk,https://www.yorkshire.com/view/accommodation/masham/the-white-bear-hotel-838609
The Whiteley,The Whiteley Hotel is a guest house accommodation located in Scarborough. Small family-run hotel located in an elevated position overlooking the North Bay and close to the town centre. Ideally situated for all amenities. ,"99-101 Queens Parade, Scarborough, North Yorkshire, YO12 7HY",http://www.yorkshirecoast.co.uk/whiteley,https://www.yorkshire.com/view/accommodation/scarborough/the-whiteley-72432
The White Swan Hotel,"A refurbished Georgian inn offering a high standard of accommodation and award-winning food, cask ales and wines. An ideal base for the dales.","Market Place, Middleham, North Yorkshire, DL8 4PE",http://www.whiteswanhotel.co.uk,https://www.yorkshire.com/view/accommodation/middleham/the-white-swan-hotel-172083
The West Park Hotel,"The contemporary boutique hotel has been transformed from the original Victorian coach house into 25 spacious and luxurious bedrooms and suites, with a restaurant and bar over-looking the beautiful Harrogate Stray, right in the centre of town. ","19 West Park, Harrogate, North Yorkshire, HG1 1BJ",http://www.thewestparkhotel.com,https://www.yorkshire.com/view/accommodation/harrogate/the-west-park-hotel-841107
The White Swan Inn,"Situated in the historic market town of Pickering, The White Swan Inn is exactly what a traditional Inn should be ... simple, luxurious and welcoming. ","Market Place, Pickering, North Yorkshire, YO18 7AA",https://uk2.roomlynx.net/rezrooms2/newAvailabilitySearch.action,https://www.yorkshire.com/view/accommodation/pickering/the-white-swan-inn-71038
The York Priory,"The York Priory was established in 1930 previously known as The Priory Hotel. It has been in the same family, the Jacksons for 3 generations. ","126 Fulford Road, York, North Yorkshire, YO10 4BE",http://www.priory-guest-house-hotel-york.com/,https://www.yorkshire.com/view/accommodation/york/the-york-priory-76574
The Yorkshire Hotel,"With an elegant Victorian exterior, the Yorkshire Hotel in Harrogate overlooks The Stray and offers a range of bedrooms just minutes from Bettys Tea Rooms & Harrogate Convention Centre. It has a Bar, Restaurant & Free WiFi.","Prospect Place, Harrogate, North Yorkshire, HG1 1LA",https://www.the-yorkshire.co.uk/,https://www.yorkshire.com/view/accommodation/harrogate/the-yorkshire-hotel-71531
The Wheatley Arms,"Standing on a hillside between The Cow and Calf rock formation and the River Wharfe in the leafy village of Ben Rhydding, surrounded by charming lanes and groves with super rail links within a 2 minute walk and Leeds Bradford Airport all within easy reach.","Wheatley Lane, Ben Rhydding, Ilkley, West Yorkshire, LS29 8PP",http://www.wheatleyarms.co.uk,https://www.yorkshire.com/view/accommodation/ilkley/the-wheatley-arms-1195258
